variable,count,mean,std,min,25%,50%,75%,max
residential_price_real_2025_01,136.0,14.84080980749401,0.5802521927521278,13.624403497562875,14.44378728239874,14.691672730976082,15.261985218480227,16.338139970028195
henry_hub_natural_gas_price,137.0,3.166715328467153,1.3748840108773728,1.49,2.38,2.83,3.26,8.81
tx_nonfarm_employment_yoy_pct,125.0,1.8822409839620866,3.087453534847198,-9.734277358298248,1.310572687224676,1.8831793285110976,2.6344542916110214,8.930370730690385
wti_crude_oil_price_yoy_pct,125.0,10.565678712851149,43.73583908755196,-74.0839336047604,-17.327438676554486,0.1228932584269593,29.749314531923226,272.93051359516613
renewable_share,137.0,0.22646518558284492,0.08578725940588246,0.0737905593311263,0.1608377270500453,0.2210084015715707,0.2866133507641311,0.4545425290195906
tx_unemployment_rate,136.0,4.586764705882353,1.4072725826947519,3.4,4.0,4.2,4.5,12.8
natural_gas_share,137.0,0.49528926039788296,0.05310550718853205,0.3680998790841689,0.4560608330851238,0.5011185657837234,0.53359018819197,0.6061735022309348
